,train_loss,val_loss,train_acc,val_acc,test_loss,test_acc
0,64.62345083326198,61.29130869463456,6.093862341811068,5.502059922730627,61.053033175662954,5.381453108875949
1,58.88924829671061,60.509045057060305,4.996085652007585,5.140953802865399,60.119486682641934,5.174707795250401
2,56.376452282586065,60.486872071405415,4.463420167191326,5.1790161480916765,60.12500675705956,5.128807056082783
3,54.652684667926565,60.702766439474644,4.102246770255129,5.305115689916059,60.230685249394625,5.274992482181827
4,53.30980284112547,61.0060356182172,3.777880574582316,5.103068619063406,60.10860224795724,4.948051513935933
5,52.21486708778778,61.771854568775694,3.5459745258103723,5.1010414772454045,61.29612325472649,5.0674471083029236
6,51.22979535671441,60.73975990232357,3.311075625527161,5.241225364122838,60.44017225437612,5.457369033721528
7,50.391242954591355,61.14063811499225,3.123979644586321,5.107675710657083,60.57758540659222,5.121748273540634
8,49.62653501947042,62.387436711755335,2.9342937013286816,5.242739563802714,61.33153938981894,5.163664053632833
9,49.039478476848025,61.86646015387921,2.8211015614651473,5.060638962369977,61.27737936012824,5.174768427541141
10,48.429277792632604,63.02995618709848,2.668513878253036,5.186081146077348,62.556558135118706,5.187918799769304
11,47.950496036644715,62.79751812853432,2.5448501417965574,5.131399809493177,62.33908693575299,5.264981634389927
12,47.53280682666122,63.69066108094103,2.4580494434497884,5.189392158151001,63.3491957467625,5.353702434945313
13,47.22340698353201,63.643773953776716,2.388970737545739,5.216772417063227,62.74998019563842,5.143858330211474
14,46.95151014386979,62.92985914035934,2.331033776742235,5.048420305094443,62.36910159626172,4.971041878899479
15,46.67484227663042,63.44816413858377,2.278085009515741,5.279885246077188,62.77778489215412,5.115020964732129
16,46.42968425702164,64.72764070368996,2.2111446029405326,5.327475056503758,62.87714293565974,5.3501538268125834
17,46.25815958888282,63.972530795851355,2.159572180833501,5.18613648677332,62.97216629952524,5.150462679574162
18,46.09668827022193,65.36274707678592,2.1373955151001813,5.159653729315303,64.1362396730628,5.182279416450906
19,45.90485200018135,64.69761675579817,2.0932216042169616,5.191216531207082,63.83474273587334,5.209540039116726
20,45.87268850854545,64.29767015945814,2.0888885878224337,5.173386669684376,63.288964331665795,5.145154151692526
21,45.66677815370362,65.488655311017,2.0561011519896937,5.218388748563026,64.35378401653729,5.132950355744333
22,45.56381290528765,65.71562238961212,2.0156767272047236,5.400364633434075,65.09412385919333,5.176310434329642
23,45.550984672304935,66.77636804922224,2.0037483177257913,5.332467518562128,65.37354780274947,5.239735112644096
24,45.440662840575726,65.63366601486837,2.004586051836496,5.4291852308698925,64.11106200624897,5.259494876979455
